Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11.0,20.0,3,70.0,11200.0,1,3,3,0,4,0,19,2,2,0,2,5.0,5.0,1965.0,1965.0,3,1,6,6,0.0,3,4,1,3,4,3,5,906.0,6,0.0,134.0,1040.0,1,0,1,4,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,2,5,1965.0,3,1.0,384.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,8,4,129500.0
12.0,60.0,3,85.0,11924.0,1,0,3,0,4,0,16,2,2,0,5,9.0,5.0,2005.0,2006.0,3,1,14,15,286.0,0,4,2,0,4,3,2,998.0,6,0.0,177.0,1175.0,1,0,1,4,1182.0,1142.0,0.0,2324.0,1.0,0.0,3.0,0.0,4.0,1.0,0,10.0,6,2.0,2,3,2005.0,0,3.0,736.0,5,5,2,147.0,21.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,6,5,340037.5
13.0,20.0,3,69.0,12968.0,1,1,3,0,4,0,19,2,2,0,2,5.0,6.0,1962.0,1962.0,3,1,6,10,0.0,3,4,1,3,4,3,0,737.0,6,0.0,175.0,912.0,1,4,1,4,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,2,5,1962.0,3,1.0,352.0,5,5,2,140.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,8,4,144000.0
14.0,20.0,3,91.0,10652.0,1,0,3,0,4,0,5,2,2,0,2,7.0,5.0,2006.0,2007.0,1,1,12,13,306.0,2,4,2,2,4,0,6,0.0,6,0.0,1494.0,1494.0,1,0,1,4,1494.0,0.0,0.0,1494.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,2006.0,2,3.0,840.0,5,5,2,160.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,6,5,279500.0
15.0,20.0,3,69.0,10920.0,1,0,3,0,0,0,12,2,2,0,2,6.0,5.0,1960.0,1960.0,3,1,8,8,212.0,3,4,1,3,4,3,1,733.0,6,0.0,520.0,1253.0,1,4,1,4,1253.0,0.0,0.0,1253.0,1.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,1.0,1,1,1960.0,2,1.0,352.0,5,5,2,0.0,170.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,8,4,157000.0
16.0,45.0,4,51.0,6120.0,1,3,3,0,0,0,3,2,2,0,1,7.0,7.5,1929.0,2001.0,1,1,13,14,0.0,3,4,0,3,4,3,6,0.0,6,0.0,832.0,832.0,1,0,1,0,854.0,0.0,0.0,854.0,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,2,5,1991.0,3,2.0,576.0,5,5,2,48.0,112.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8,4,132000.0
17.0,20.0,3,69.0,11241.0,1,0,3,0,1,0,12,2,2,0,2,6.0,7.0,1970.0,1970.0,1,1,13,14,180.0,3,4,1,3,4,3,0,578.0,6,0.0,426.0,1004.0,1,0,1,4,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,1.0,4,1,1970.0,0,2.0,480.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8,4,149000.0
18.0,90.0,3,72.0,10791.0,1,3,3,0,4,0,19,2,2,2,2,4.0,5.0,1967.0,1967.0,1,1,8,8,0.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,42.0,1,4,1,4,1296.0,0.0,0.0,1296.0,0.0,0.0,2.0,0.0,2.0,1.0,3,6.0,6,0.0,2,4,1967.0,3,2.0,516.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,8,4,90000.0
19.0,20.0,3,66.0,13695.0,1,3,3,0,4,0,20,5,2,0,2,5.0,5.0,2004.0,2004.0,1,1,12,13,0.0,3,4,2,3,4,3,2,646.0,6,0.0,468.0,1114.0,1,0,1,4,1114.0,0.0,0.0,1114.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,2,5,2004.0,3,2.0,576.0,5,5,2,0.0,102.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8,4,159000.0
20.0,20.0,3,70.0,7560.0,1,3,3,0,4,0,12,2,2,0,2,5.0,6.0,1958.0,1965.0,3,1,3,10,0.0,3,4,1,3,4,3,3,504.0,6,0.0,525.0,1029.0,1,4,1,4,1339.0,0.0,0.0,1339.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,2,0.0,2,1,1958.0,3,1.0,294.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0,0,139000.0
21.0,60.0,3,101.0,14215.0,1,0,3,0,0,0,16,2,2,0,5,8.0,5.0,2005.0,2006.0,1,1,12,13,380.0,2,4,2,0,4,0,6,0.0,6,0.0,1158.0,1158.0,1,0,1,4,1158.0,1218.0,0.0,2376.0,0.0,0.0,3.0,1.0,4.0,1.0,2,9.0,6,1.0,2,3,2005.0,2,3.0,853.0,5,5,2,240.0,154.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,6,5,325300.0
22.0,45.0,4,57.0,7449.0,1,3,0,0,4,0,9,2,2,0,1,7.0,7.0,1930.0,1950.0,1,1,13,14,0.0,3,4,2,3,4,3,6,0.0,6,0.0,637.0,637.0,1,0,1,1,1108.0,0.0,0.0,1108.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,2,1,1930.0,3,1.0,280.0,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8,4,139400.0
23.0,20.0,3,75.0,9742.0,1,3,3,0,4,0,5,2,2,0,2,8.0,5.0,2002.0,2002.0,3,1,12,13,281.0,2,4,2,2,4,3,6,0.0,6,0.0,1685.5,1777.0,1,0,1,4,1795.0,0.0,0.0,1795.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,2002.0,2,2.0,534.0,5,5,2,171.0,159.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,8,4,230000.0
24.0,120.0,4,44.0,4224.0,1,3,3,0,4,0,10,2,2,4,2,5.0,7.0,1976.0,1976.0,1,1,5,5,0.0,3,4,2,2,4,3,2,840.0,6,0.0,200.0,1040.0,1,4,1,4,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,4,1,1976.0,3,2.0,572.0,5,5,2,100.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8,4,129900.0
25.0,20.0,3,69.0,8246.0,1,0,3,0,4,0,19,2,2,0,2,5.0,7.5,1968.0,2001.0,1,1,9,10,0.0,3,2,1,3,4,2,5,188.0,0,0.0,204.0,1060.0,1,0,1,4,1060.0,0.0,0.0,1060.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,4,1,1968.0,3,1.0,270.0,5,5,2,406.0,90.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8,4,154000.0
26.0,20.0,3,107.5,14230.0,1,3,3,0,0,0,16,2,2,0,2,8.0,5.0,2007.0,2007.0,1,1,12,13,405.625,2,4,2,2,4,3,6,0.0,6,0.0,1566.0,1566.0,1,0,1,4,1600.0,0.0,0.0,1600.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,2007.0,2,3.0,890.0,5,5,2,0.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8,4,256300.0
27.0,20.0,3,60.0,7200.0,1,3,3,0,0,0,12,2,2,0,2,5.0,7.0,1951.0,2000.0,1,1,13,14,0.0,3,4,1,3,4,2,1,234.0,5,0.0,180.0,900.0,1,4,1,4,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,2,5,2005.0,3,2.0,576.0,5,5,2,222.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8,4,134800.0
28.0,20.0,3,98.0,11478.0,1,3,3,0,4,0,16,2,2,0,2,8.0,5.0,2007.0,2008.0,1,1,12,13,200.0,2,4,2,0,4,3,2,1218.0,6,0.0,486.0,1704.0,1,0,1,4,1704.0,0.0,0.0,1704.0,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,2008.0,2,3.0,772.0,5,5,2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8,4,306000.0
29.0,20.0,3,47.0,16321.0,1,0,3,0,1,0,12,2,2,0,2,5.0,6.0,1957.0,1997.0,1,1,8,8,0.0,3,4,1,3,4,1,1,1277.0,6,0.0,207.0,1484.0,1,4,1,4,1600.0,0.0,0.0,1600.0,1.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,2.0,2,1,1957.0,2,1.0,319.0,5,5,2,288.0,170.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,8,4,207500.0
30.0,30.0,4,60.0,6324.0,1,0,3,0,4,0,3,1,7,0,2,4.0,6.0,1927.0,1950.0,1,1,8,8,0.0,3,4,0,3,4,3,6,0.0,6,0.0,520.0,520.0,1,1,0,4,520.0,0.0,0.0,520.0,0.0,0.0,1.0,0.0,1.0,1.0,1,4.0,6,0.0,2,5,1920.0,3,1.0,240.0,1,5,2,49.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,8,4,68500.0
31.0,70.0,0,50.0,8500.0,1,3,3,0,4,0,9,1,2,0,5,4.0,4.0,1920.0,1950.0,2,1,3,3,0.0,3,1,0,3,4,3,6,0.0,6,0.0,649.0,649.0,1,4,0,4,649.0,668.0,0.0,1317.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,2,5,1920.0,3,1.0,250.0,5,1,0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,8,4,40000.0
32.0,20.0,3,69.0,8544.0,1,0,3,0,1,0,19,2,2,0,2,5.0,6.0,1966.0,2006.0,1,1,6,6,0.0,3,4,1,3,4,3,6,0.0,6,0.0,1228.0,1228.0,1,2,1,4,1228.0,0.0,0.0,1228.0,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,2,1,1966.0,3,1.0,271.0,5,5,2,0.0,65.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8,4,149350.0
33.0,20.0,3,85.0,11049.0,1,3,3,0,0,0,5,2,2,0,2,8.0,5.0,2007.0,2007.0,1,1,12,13,0.0,2,4,2,0,4,0,6,0.0,6,0.0,1234.0,1234.0,1,0,1,4,1234.0,0.0,0.0,1234.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,2,1,2007.0,2,2.0,484.0,5,5,2,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,8,4,179900.0
34.0,20.0,3,70.0,10552.0,1,0,3,0,4,0,12,2,2,0,2,5.0,5.0,1959.0,1959.0,3,1,3,3,0.0,3,4,1,3,4,3,5,1018.0,6,0.0,380.0,1398.0,1,2,1,4,1700.0,0.0,0.0,1700.0,0.0,0.0,1.0,1.0,4.0,1.0,2,6.0,6,1.0,2,1,1959.0,2,2.0,447.0,5,5,2,0.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,8,4,165500.0
35.0,120.0,3,60.0,7313.0,1,3,3,0,4,0,16,2,2,4,2,9.0,5.0,2005.0,2005.0,3,1,8,8,246.0,0,4,2,0,4,3,2,1153.0,6,0.0,408.0,1561.0,1,0,1,4,1561.0,0.0,0.0,1561.0,1.0,0.0,2.0,0.0,2.0,1.0,0,6.0,6,1.0,2,1,2005.0,0,2.0,556.0,5,5,2,203.0,47.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,8,4,277500.0
36.0,60.0,3,107.5,13418.0,1,3,3,0,4,0,16,2,2,0,5,8.0,5.0,2004.0,2005.0,1,1,12,13,132.0,2,4,2,0,4,0,6,0.0,6,0.0,1117.0,1117.0,1,0,1,4,1132.0,1320.0,0.0,2452.0,0.0,0.0,3.0,1.0,4.0,1.0,2,9.0,6,1.0,2,3,2004.0,0,3.0,691.0,5,5,2,113.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8,4,309000.0
37.0,20.0,3,107.5,10859.0,1,3,3,0,0,0,5,2,2,0,2,5.0,5.0,1994.0,1995.0,1,1,12,13,0.0,3,4,2,2,4,3,6,0.0,6,0.0,1097.0,1097.0,1,0,1,4,1097.0,0.0,0.0,1097.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,2,1,1995.0,3,2.0,672.0,5,5,2,392.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8,4,145000.0
38.0,20.0,3,74.0,8532.0,1,3,3,0,4,0,12,2,2,0,2,5.0,6.0,1954.0,1990.0,3,1,13,14,405.625,3,4,1,3,4,3,5,1213.0,6,0.0,84.0,1297.0,1,2,1,4,1297.0,0.0,0.0,1297.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,4,1,1954.0,0,2.0,498.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,8,4,153000.0
39.0,20.0,3,68.0,7922.0,1,3,3,0,4,0,12,2,2,0,2,5.0,7.0,1953.0,2007.0,1,1,12,13,0.0,3,2,1,3,4,3,2,731.0,6,0.0,326.0,1057.0,1,4,1,4,1057.0,0.0,0.0,1057.0,1.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,2,5,1953.0,3,1.0,246.0,5,5,2,0.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,8,0,109000.0
40.0,90.0,3,65.0,6040.0,1,3,3,0,4,0,7,2,2,2,2,4.0,5.0,1955.0,1955.0,1,1,0,10,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,42.0,1,4,0,2,1152.0,0.0,0.0,1152.0,0.0,0.0,2.0,0.0,2.0,1.0,1,6.0,6,0.0,2,1,1893.5,1,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,8,1,82000.0
41.0,20.0,3,84.0,8658.0,1,3,3,0,4,0,12,2,2,0,2,6.0,5.0,1965.0,1965.0,1,1,13,14,101.0,3,4,1,3,4,3,5,643.0,6,0.0,445.0,1088.0,1,0,1,4,1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,4,1,1965.0,2,2.0,440.0,5,5,2,0.0,138.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,8,0,160000.0
42.0,20.0,3,107.5,16905.0,1,3,3,0,4,0,23,2,2,0,2,5.0,6.0,1959.0,1959.0,1,1,12,13,0.0,3,2,1,3,4,1,1,967.0,6,0.0,383.0,1350.0,1,2,1,4,1328.0,0.0,0.0,1328.0,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,2.0,2,1,1959.0,2,1.0,308.0,5,5,1,0.0,104.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8,4,170000.0
43.0,85.0,3,69.0,9180.0,1,0,3,0,1,0,20,2,2,0,6,5.0,7.0,1983.0,1983.0,1,1,6,6,0.0,3,4,1,2,4,0,0,747.0,3,0.0,0.0,840.0,1,2,1,4,884.0,0.0,0.0,884.0,1.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,2,1,1983.0,2,2.0,504.0,5,2,2,240.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,8,4,144000.0
44.0,20.0,3,69.0,9200.0,1,0,3,0,1,0,5,2,2,0,2,5.0,6.0,1975.0,1980.0,3,1,12,13,0.0,3,4,1,2,4,0,3,280.0,1,0.0,167.0,938.0,1,4,1,4,938.0,0.0,0.0,938.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,2,5,1977.0,3,1.0,308.0,5,5,2,145.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,8,4,130250.0
45.0,20.0,3,70.0,7945.0,1,3,3,0,4,0,12,2,2,0,2,5.0,6.0,1959.0,1959.0,1,1,3,14,0.0,3,4,1,3,4,3,0,179.0,1,0.0,465.0,1150.0,1,0,1,0,1150.0,0.0,0.0,1150.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,2,1,1959.0,2,1.0,300.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,8,4,141000.0
46.0,120.0,3,61.0,7658.0,1,3,3,0,4,0,16,2,2,4,2,9.0,5.0,2005.0,2005.0,3,1,8,8,405.625,0,4,2,0,4,3,2,456.0,6,0.0,1296.0,1752.0,1,0,1,4,1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,0,6.0,6,1.0,2,1,2005.0,2,2.0,576.0,5,5,2,196.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,8,4,319900.0
47.0,50.0,3,48.0,12822.0,1,0,3,0,1,0,11,2,2,0,0,7.0,5.0,2003.0,2003.0,1,1,12,13,0.0,2,4,2,0,4,3,2,1351.0,6,0.0,83.0,1434.0,1,0,1,4,1518.0,631.0,0.0,2149.0,1.0,0.0,1.0,1.0,1.0,1.0,2,6.0,6,1.0,0,1,2003.0,2,2.0,670.0,5,5,2,168.0,43.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,8,0,239686.0
48.0,20.0,1,84.0,11096.0,1,3,3,0,4,0,21,2,2,0,2,8.0,5.0,2006.0,2006.0,1,1,12,13,0.0,2,4,2,2,4,0,2,24.0,6,0.0,1632.0,1656.0,1,0,1,4,1656.0,0.0,0.0,1656.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,2,1,2006.0,2,3.0,826.0,5,5,2,0.0,146.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8,4,249700.0
49.0,145.0,4,33.0,4456.0,1,3,3,0,4,0,17,2,2,1,5,4.0,5.0,1920.0,2008.0,1,1,8,8,0.0,3,4,0,3,4,3,6,0.0,6,0.0,736.0,736.0,1,2,1,4,736.0,716.0,0.0,1452.0,0.0,0.0,2.0,0.0,2.0,1.0,3,8.0,6,0.0,2,1,1893.5,1,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,6,5,113000.0
50.0,20.0,3,66.0,7742.0,1,3,3,0,4,0,19,2,2,0,2,5.0,7.0,1966.0,1966.0,1,1,6,6,0.0,3,4,1,3,4,3,1,763.0,6,0.0,192.0,955.0,1,0,1,4,955.0,0.0,0.0,955.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,2,1,1966.0,3,1.0,386.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,8,4,127000.0
51.0,60.0,3,69.0,13869.0,1,1,3,0,0,0,8,2,2,0,5,6.0,6.0,1997.0,1997.0,1,1,12,13,0.0,3,4,2,2,4,0,2,182.0,6,0.0,612.0,794.0,1,2,1,4,794.0,676.0,0.0,1470.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,0.0,2,1,1997.0,0,2.0,388.0,5,5,2,0.0,75.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8,4,177000.0
52.0,50.0,4,52.0,6240.0,1,3,3,0,4,0,3,2,2,0,0,6.0,6.0,1934.0,1950.0,1,1,13,14,0.0,3,4,2,3,4,3,6,0.0,6,0.0,816.0,816.0,1,4,1,4,816.0,0.0,0.0,1176.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,2,5,1985.0,3,2.0,528.0,5,5,2,112.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,8,4,114500.0
53.0,90.0,4,107.5,8472.0,0,1,0,0,0,1,9,8,2,2,2,5.0,5.0,1963.0,1963.0,1,1,13,14,0.0,1,4,1,2,4,1,3,104.0,2,0.0,0.0,816.0,1,4,0,4,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,2,4,1963.0,3,2.0,516.0,5,5,2,106.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8,4,110000.0
54.0,20.0,3,68.0,17673.5,1,0,2,0,4,0,24,2,2,0,2,9.0,5.0,1981.0,1987.0,1,7,14,15,0.0,2,4,1,0,4,1,2,1780.625,6,0.0,32.0,1842.0,1,2,1,4,1842.0,0.0,0.0,1842.0,2.0,0.0,0.0,1.0,0.5,1.0,2,5.0,6,1.0,2,1,1981.0,0,3.0,894.0,5,5,2,420.0,72.0,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,8,4,340037.5
