Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11.0,0.0,3,0.05280324327442233,0.43210628096757736,1,3,3,0,4,0,19,2,2,0,2,0.375,0.420887276662131,0.1459686696354601,0.8490628476635789,3,1,6,6,0.0,3,4,1,3,4,3,5,0.3940601642199653,6,0.0,-0.9505195424653855,-0.02577866750628962,1,0,1,4,-0.09480997198004158,0.0,0.0,-0.7038377599436622,0.6324555320336759,0.0,0.3333333333333333,0.0,0.625,0.0,3,0.375,6,0.0,2,5,0.7734398765865307,3,0.2857142857142857,-0.418628767594713,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.599111099180035,0.5,8,4,129500.0
12.0,0.5499252870282731,3,0.923579619561965,0.6336021796085409,1,0,3,0,4,0,16,2,2,0,5,0.875,0.420887276662131,-0.8775668043390948,0.18150112496943532,3,1,14,15,0.942008077923022,0,4,2,0,4,3,2,0.4499393418798976,6,0.0,-0.7830352220105771,0.3135865051820432,1,0,1,4,0.18557443779730856,1.2524700869407297,0.0,1.1641196961090872,0.6324555320336759,0.0,1.0,0.0,0.875,0.0,0,1.0,6,0.894427190999916,2,3,0.30691691684736744,0,0.8571428571428571,1.2815685723000223,5,5,2,0.8269925397268947,0.6011755571694448,0.0,0.0,0.0,0.0,0.0,0.25089064789037013,0.0,6,5,340037.5
13.0,0.0,3,-0.005248515144747178,0.9241570389747923,1,1,3,0,4,0,19,2,2,0,2,0.375,0.6668260611188521,0.1973882862226477,0.8810249675906654,3,1,6,10,0.0,3,4,1,3,4,3,0,0.28344532824672297,6,0.0,-0.7903398987057572,-0.34754712753670886,1,4,1,4,-0.36447173208938916,0.0,0.0,-0.9437509911596741,0.6324555320336759,0.0,0.3333333333333333,0.0,0.375,0.0,3,0.25,6,0.0,2,5,0.7885988560706151,3,0.2857142857142857,-0.5731921621305981,5,5,2,0.8189741171750782,0.0,0.0,0.0,0.0,0.0,0.0,0.9908913467185322,0.5,8,4,144000.0
14.0,0.0,3,1.271890170076982,0.27959281072552206,1,0,3,0,4,0,5,2,2,0,2,0.625,0.420887276662131,-0.9279828676067707,0.14683749459844425,1,1,12,13,0.9532209190869091,2,4,2,2,4,0,6,-0.7337808660322511,6,0.0,1.673381501168532,1.1154938391641036,1,0,1,4,0.7476164540179594,0.0,0.0,0.04565392119415265,0.0,0.0,0.6666666666666666,0.0,0.625,0.0,2,0.625,6,0.6324555320336759,2,1,0.2691512320591819,2,0.8571428571428571,1.7838996045416486,5,5,2,0.8409255542815854,0.6858403872335005,0.0,0.0,0.0,0.0,0.0,0.6208909973044512,0.25,6,5,279500.0
15.0,0.0,3,-0.005248515144747178,0.35417969033295055,1,0,3,0,0,0,12,2,2,0,2,0.5,0.420887276662131,0.2307975525727622,0.9017919637028926,3,1,8,8,0.8923750151807526,3,4,1,3,4,3,1,0.28068112152200797,6,0.0,0.137521509168942,0.50966416051308,1,4,1,4,0.319440513057205,0.0,0.0,-0.33528653355625787,0.6324555320336759,0.0,0.3333333333333333,0.7071067811865475,0.375,0.0,3,0.375,6,0.6324555320336759,1,1,0.7982076173928131,2,0.2857142857142857,-0.5731921621305981,5,5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.489110050937792,0.5,8,4,157000.0
16.0,0.40437592407889644,4,-1.0501801666897983,-0.981704720546366,1,3,3,0,0,0,3,2,2,0,1,0.625,1.0,0.6829265209297825,0.3175034342453111,1,1,13,14,0.0,3,4,0,3,4,3,6,-0.7337808660322511,6,0.0,0.7229277514428688,-0.5486524150557209,1,0,1,0,-0.49288405996557844,0.0,0.0,-1.057997136020013,0.0,0.0,0.3333333333333333,0.0,0.375,0.0,3,0.375,6,0.0,2,5,0.5760681489065494,3,0.5714285714285714,0.5087515996205971,5,5,2,0.6440603632934869,0.9194276845931731,0.0,0.0,0.0,0.0,0.0,0.25089064789037013,0.25,8,4,132000.0
17.0,0.0,3,-0.005248515144747178,0.44351696031050486,1,0,3,0,1,0,12,2,2,0,2,0.5,0.8929901146051886,0.05638989194655062,0.7933812260287691,1,1,13,14,0.8652781314295503,3,4,1,3,4,3,0,0.16705923435796763,6,0.0,-0.07216035399800966,-0.11627604688984503,1,0,1,4,-0.16888884940280588,0.0,0.0,-0.7697444084804941,0.6324555320336759,0.0,0.3333333333333333,0.0,0.375,0.0,3,0.375,6,0.6324555320336759,4,1,0.7458836694231031,0,0.5714285714285714,0.04506141601294204,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2291107497659541,1.0,8,4,149000.0
18.0,0.7562008297030363,3,0.16890676011276134,0.31827779679056895,1,3,3,0,4,0,19,2,2,2,2,0.25,0.420887276662131,0.11075179758813923,0.8271722548793103,1,1,8,8,0.0,3,4,3,3,2,4,4,-0.7337808660322511,4,0.0,-2.072300282664906,-2.5345671293059646,1,4,1,4,0.39867504264300996,0.0,0.0,-0.26479299376365667,0.0,0.0,0.6666666666666666,0.0,0.375,0.0,3,0.5,6,0.0,2,4,0.7627863716371176,3,0.5714285714285714,0.2189452348658127,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608916961326132,0.0,8,4,90000.0
19.0,0.0,3,-0.1794037904022557,1.1264878653725554,1,3,3,0,4,0,20,5,2,0,2,0.375,0.420887276662131,-0.8312044493545858,0.24165799924882936,1,1,12,13,0.0,3,4,2,3,4,3,2,0.21857673002175873,6,0.0,0.024120742915925183,0.1602437234487965,1,0,1,4,0.05354034070341381,0.0,0.0,-0.5718531476153835,0.6324555320336759,0.0,0.3333333333333333,0.7071067811865475,0.625,0.0,2,0.5,6,0.0,2,5,0.3396310410331076,3,0.5714285714285714,0.5087515996205971,5,5,2,0.0,0.901406507309895,0.0,0.0,0.0,0.0,0.0,-0.11910970152371092,0.5,8,4,159000.0
20.0,0.0,3,0.05280324327442233,-0.580939397282571,1,3,3,0,4,0,12,2,2,0,2,0.375,0.6668260611188521,0.2635579099305043,0.8490628476635789,3,1,3,10,0.0,3,4,1,3,4,3,3,0.10741873749727095,6,0.0,0.14812023564284552,-0.053430644540153775,1,4,1,4,0.47660565694660284,0.0,0.0,-0.19545952401013184,0.0,0.0,0.3333333333333333,0.0,0.625,0.0,3,0.5,2,0.0,2,1,0.8074536961775457,3,0.2857142857142857,-0.8533383147268897,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.489110050937792,0.75,0,0,139000.0
21.0,0.5499252870282731,3,1.8524077542686772,1.271208676551148,1,0,3,0,0,0,16,2,2,0,5,0.75,0.420887276662131,-0.8775668043390948,0.18150112496943532,1,1,12,13,0.9891655814831195,2,4,2,0,4,0,6,-0.7337808660322511,6,0.0,1.2253899647269748,0.2708516315842531,1,0,1,4,0.13941882519166102,1.2934747477538644,0.0,1.2268982620617916,0.0,0.0,1.0,0.7071067811865475,0.875,0.0,2,0.875,6,0.6324555320336759,2,3,0.30691691684736744,2,0.8571428571428571,1.846690983571852,5,5,2,0.9076833036946611,0.9808936468705404,0.0,0.0,0.0,0.0,0.0,1.7308920455466943,0.0,6,5,325300.0
22.0,0.40437592407889644,4,-0.7018696161747813,-0.6118317242841553,1,3,0,0,4,0,9,2,2,0,1,0.625,0.8929901146051886,0.6698430351629151,1.0,1,1,13,14,0.0,3,4,2,3,4,3,6,-0.7337808660322511,6,0.0,0.37352424717939686,-1.0388465533833127,1,0,1,1,0.04169915711410531,0.0,0.0,-0.5823880362669337,0.0,0.0,0.3333333333333333,0.0,0.625,0.0,2,0.5,6,0.6324555320336759,2,1,0.9097954823587261,3,0.2857142857142857,-0.9209597998363394,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11910970152371092,0.25,8,4,139400.0
23.0,0.0,3,0.34306203537026986,0.02633139116298494,1,3,3,0,4,0,5,2,2,0,2,0.75,0.420887276662131,-0.747521211657887,0.2936749891968885,3,1,12,13,0.9390827346210455,2,4,2,2,4,3,6,-0.7337808660322511,6,0.0,1.9062051790750603,1.8269037937626087,1,0,1,4,1.2363882783386217,0.0,0.0,0.4805054464996506,0.0,0.0,0.6666666666666666,0.0,0.625,0.0,2,0.625,6,0.6324555320336759,2,1,0.3942994280353076,2,0.5714285714285714,0.305887144292248,5,5,2,0.8518628582098657,0.9870684379601726,0.0,0.0,0.0,0.0,0.0,0.9908913467185322,0.5,8,4,230000.0
24.0,0.9031418658030494,4,-1.4565424756239849,-1.5093790628436963,1,3,3,0,4,0,10,2,2,4,2,0.375,0.8929901146051886,-0.05866334075082779,0.7218648385964108,1,1,5,5,0.0,3,4,2,2,4,3,2,0.3522031524031225,6,0.0,-0.7018269854671036,-0.02577866750628962,1,4,1,4,-0.05420859449795983,0.0,0.0,-0.6677154426392087,0.6324555320336759,0.0,0.3333333333333333,0.0,0.625,0.0,3,0.5,6,0.6324555320336759,4,1,0.7081179846349176,3,0.5714285714285714,0.48943117530361147,5,5,2,0.7637598781637052,0.9159545640352513,0.0,0.0,0.0,0.0,0.0,-0.11910970152371092,0.25,8,4,129900.0
25.0,0.0,3,-0.005248515144747178,-0.3900192502277354,1,0,3,0,4,0,19,2,2,0,2,0.375,1.0,0.09284315077688138,0.3175034342453111,1,1,9,10,0.0,3,2,1,3,4,2,5,-0.22001799433641958,0,0.0,-0.6881900993706497,0.024497654373463386,1,0,1,4,-0.05420859449795983,0.0,0.0,-0.6677154426392087,0.6324555320336759,0.0,0.3333333333333333,0.0,0.625,0.0,2,0.5,6,0.6324555320336759,4,1,0.7572807015268705,3,0.2857142857142857,-0.9692608606288035,5,5,2,0.9944031601504445,0.8773151834899752,0.0,0.0,0.0,0.0,0.0,-0.489110050937792,1.0,8,4,154000.0
26.0,0.0,3,2.229744183993279,1.275383315335146,1,3,3,0,0,0,16,2,2,0,2,0.75,0.420887276662131,-0.9837485861280206,0.14683749459844425,1,1,12,13,1.0,2,4,2,2,4,3,6,-0.7337808660322511,6,0.0,1.762576894865196,1.2964885979312144,1,0,1,4,0.9249230747943462,0.0,0.0,0.20340044146163824,0.0,0.0,0.6666666666666666,0.0,0.625,0.0,2,0.625,6,0.6324555320336759,2,1,0.22448390751875374,2,0.8571428571428571,2.025404908503969,5,5,2,0.0,0.786331354318449,0.0,0.0,0.0,0.0,0.0,0.25089064789037013,0.75,8,4,256300.0
27.0,0.0,3,-0.5277143409172728,-0.6811307280985198,1,3,3,0,0,0,12,2,2,0,2,0.375,0.8929901146051886,0.37360603941397375,0.3401673801404331,1,1,13,14,0.0,3,4,1,3,4,2,1,-0.16059995315853426,5,0.0,-0.7721551551891328,-0.3777129206645607,1,4,1,4,-0.3906970055839944,0.0,0.0,-0.967083146601599,0.0,0.0,0.3333333333333333,0.0,0.625,0.0,2,0.375,6,0.0,2,5,0.30691691684736744,3,0.5714285714285714,0.5087515996205971,5,5,2,0.8948370553510842,0.6800342968851877,0.0,0.0,0.0,0.0,0.0,-0.489110050937792,1.0,8,4,134800.0
28.0,0.0,3,1.6782524790111686,0.5094762530976711,1,3,3,0,4,0,16,2,2,0,2,0.75,0.420887276662131,-0.9837485861280206,0.10749250650218178,1,1,12,13,0.8827231666474851,2,4,2,0,4,3,2,0.5739170608723955,6,0.0,0.0640561603818251,1.6433952189015102,1,0,1,4,1.0932612531063908,0.0,0.0,0.3531678993299066,0.6324555320336759,0.0,0.6666666666666666,0.0,0.625,0.0,2,0.625,6,0.6324555320336759,2,1,0.1698155205165538,2,0.8571428571428571,1.455452391152893,5,5,2,0.0,0.7646991269492434,0.0,0.0,0.0,0.0,0.0,-0.489110050937792,1.0,8,4,306000.0
29.0,0.0,3,-1.2823872003664765,1.8573279618244483,1,0,3,0,1,0,12,2,2,0,2,0.375,0.6668260611188521,0.2797062571192917,0.4025781017212033,1,1,8,8,0.0,3,4,1,3,4,1,1,0.6052150109286306,6,0.0,-0.678049962466326,1.0903556782242272,1,4,1,4,0.9249230747943462,0.0,0.0,0.20340044146163824,0.6324555320336759,0.0,0.3333333333333333,0.0,0.375,0.0,3,0.5,6,0.894427190999916,2,1,0.8119490885290707,2,0.2857142857142857,-0.7325856627457294,5,5,2,0.9377413528300232,1.0,0.0,0.0,0.0,0.0,0.0,2.100892394960775,0.0,8,4,207500.0
30.0,0.20084984962403962,4,-0.5277143409172728,-0.9249296330839951,1,0,3,0,4,0,3,1,7,0,2,0.25,0.6668260611188521,0.7088563143918445,1.0,1,1,8,8,0.0,3,4,0,3,4,3,6,-0.7337808660322511,6,0.0,0.137521509168942,-1.3329630363798677,1,1,0,4,-1.3374818778903432,0.0,0.0,-1.8094206656081793,0.0,0.0,0.3333333333333333,0.0,0.125,0.0,1,0.25,6,0.0,2,5,0.9379865486732556,3,0.2857142857142857,-1.1141640430061956,1,5,2,0.6474037250156996,0.0,0.0,0.0,0.0,0.0,0.0,-0.489110050937792,0.5,8,4,68500.0
31.0,0.6282127663042045,0,-1.1082319251089678,-0.31932870015203824,1,3,3,0,4,0,9,1,2,0,5,0.25,0.14885189471145077,0.7972621944803229,1.0,2,1,3,3,0.0,3,1,0,3,4,3,6,-0.7337808660322511,6,0.0,0.39645435364224213,-1.0086807602554608,1,4,0,4,-0.9859521519388034,0.9579052236951303,0.0,-0.2307910748704043,0.0,0.0,0.3333333333333333,0.0,0.625,0.0,3,0.5,6,0.0,2,5,0.9379865486732556,3,0.2857142857142857,-1.0658629822137315,5,1,0,0.0,0.7793845593347698,0.0,0.0,0.0,0.0,0.0,0.25089064789037013,0.5,8,4,40000.0
32.0,0.0,3,-0.005248515144747178,-0.3070830930523112,1,0,3,0,1,0,19,2,2,0,2,0.375,0.6668260611188521,0.12845806731626386,0.18150112496943532,1,1,6,6,0.0,3,4,1,3,4,3,6,-0.7337808660322511,6,0.0,1.3235987055501144,0.4468187581633886,1,2,1,4,0.2727479585344336,0.0,0.0,-0.3768280618202039,0.0,0.0,0.3333333333333333,0.7071067811865475,0.625,0.0,2,0.5,6,0.0,2,1,0.7681710281567019,3,0.2857142857142857,-0.9644307545495571,5,5,2,0.0,0.8148442028509956,0.0,0.0,0.0,0.0,0.0,-0.11910970152371092,0.5,8,4,149350.0
33.0,0.0,3,0.923579619561965,0.3900815838753322,1,3,3,0,0,0,5,2,2,0,2,0.75,0.420887276662131,-0.9837485861280206,0.14683749459844425,1,1,12,13,0.0,2,4,2,0,4,0,6,-0.7337808660322511,6,0.0,1.3318847666398124,0.46190165472731454,1,0,1,4,0.2839971949532596,0.0,0.0,-0.36681981794884816,0.0,0.0,0.6666666666666666,0.0,0.625,0.0,2,0.625,6,0.0,2,1,0.22448390751875374,2,0.5714285714285714,0.06438184032992766,5,5,2,0.0,0.6678747387394074,0.0,0.0,0.0,0.0,0.0,-1.9691114485941161,0.5,8,4,179900.0
34.0,0.0,3,0.05280324327442233,0.25176188549886963,1,0,3,0,4,0,12,2,2,0,2,0.375,0.420887276662131,0.2472564875723117,0.9120227372722702,3,1,3,3,0.0,3,4,1,3,4,3,5,0.46174143041115673,6,0.0,-0.1832332084636726,0.8741674941412892,1,2,1,4,1.086883307864479,0.0,0.0,0.3474935558453674,0.0,0.0,0.3333333333333333,0.7071067811865475,0.875,0.0,2,0.5,6,0.6324555320336759,2,1,0.8028742729525113,2,0.5714285714285714,-0.1143320846021894,5,5,2,0.0,0.7125245761162924,0.0,0.0,0.0,0.0,0.0,-0.859110400351873,1.0,8,4,165500.0
35.0,0.9031418658030494,3,-0.5277143409172728,-0.6496817825924026,1,3,3,0,4,0,16,2,2,4,2,0.875,0.420887276662131,-0.8775668043390948,0.2128394422764252,3,1,8,8,0.9170252895338137,0,4,2,0,4,3,2,0.5385452589612817,6,0.0,-0.11487288963145852,1.2839195174612763,1,0,1,4,0.860390927120008,0.0,0.0,0.14598734714829786,0.6324555320336759,0.0,0.6666666666666666,0.0,0.375,0.0,0,0.5,6,0.6324555320336759,2,1,0.30691691684736744,0,0.5714285714285714,0.412149478035669,5,5,2,0.880099807521046,0.7529082695447827,0.0,0.0,0.0,0.0,0.0,0.6208909973044512,0.25,8,4,277500.0
36.0,0.5499252870282731,3,2.229744183993279,1.0493962024947283,1,3,3,0,4,0,16,2,2,0,5,0.75,0.420887276662131,-0.8312044493545858,0.2128394422764252,1,1,12,13,0.8139876064669951,2,4,2,0,4,0,6,-0.7337808660322511,6,0.0,1.1664850715667416,0.16778517173075946,1,0,1,4,0.08887383684346639,1.3465462536381039,0.0,1.3174285174660159,0.0,0.0,1.0,0.7071067811865475,0.875,0.0,2,0.875,6,0.6324555320336759,2,3,0.3396310410331076,0,0.8571428571428571,1.064213798733934,5,5,2,0.7837971590784635,0.6800342968851877,0.0,0.0,0.0,0.0,0.0,0.9908913467185322,0.0,8,4,309000.0
37.0,0.0,3,2.229744183993279,0.3372028259446926,1,3,3,0,0,0,5,2,2,0,2,0.375,0.420887276662131,-0.4822129184655901,0.44051248379533275,1,1,12,13,0.0,3,4,2,2,4,3,6,-0.7337808660322511,6,0.0,1.1373587124547004,0.11750884985100644,1,0,1,4,0.01990674842368464,0.0,0.0,-0.6017763514020817,0.0,0.0,0.3333333333333333,0.7071067811865475,0.625,0.0,3,0.5,6,0.0,2,1,0.5242991094624445,3,0.5714285714285714,0.9724417832282521,5,5,2,0.9886103915780733,0.8118748385658744,0.0,0.0,0.0,0.0,0.0,-0.11910970152371092,0.75,8,4,145000.0
38.0,0.0,3,0.28501027695110037,-0.31042280407950945,1,3,3,0,4,0,12,2,2,0,2,0.375,0.6668260611188521,0.3272742312599256,0.5260564392565958,3,1,13,14,1.0,3,4,1,3,4,3,5,0.5712301915309698,6,0.0,-1.1841320753418052,0.6202720686485366,1,2,1,4,0.4005019404117659,0.0,0.0,-0.26316763558671,0.0,0.0,0.3333333333333333,0.0,0.625,0.0,3,0.375,6,0.6324555320336759,4,1,0.8249605713471145,0,0.5714285714285714,0.13200332543937737,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608916961326132,0.75,8,4,153000.0
39.0,0.0,3,-0.06330027356391668,-0.4801914479620893,1,3,3,0,4,0,12,2,2,0,2,0.375,0.8929901146051886,0.3428507502901985,0.14683749459844425,1,1,12,13,0.0,3,2,1,3,4,3,2,0.2792961898352499,6,0.0,-0.32259710638570893,0.016956206091500437,1,4,1,4,-0.06027423169568228,0.0,0.0,-0.6731119312585054,0.6324555320336759,0.0,0.3333333333333333,0.0,0.625,0.0,2,0.375,6,0.0,2,5,0.8291485709239146,3,0.2857142857142857,-1.0851834065307173,5,5,2,0.0,0.7721804178592928,0.0,0.0,0.0,0.0,0.0,-1.9691114485941161,1.0,8,0,109000.0
40.0,0.7562008297030363,3,-0.23745554882142522,-1.0039694607276881,1,3,3,0,4,0,7,2,2,2,2,0.25,0.420887276662131,0.3115604662204913,0.951993698040851,1,1,0,10,0.0,3,4,2,3,2,4,4,-0.7337808660322511,4,0.0,-2.072300282664906,-2.5345671293059646,1,4,0,2,0.1278053787244171,0.0,0.0,-0.5057808753333438,0.0,0.0,0.6666666666666666,0.0,0.375,0.0,1,0.5,6,0.0,2,1,0.9999999999999999,1,0.0,-2.273389502025333,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11910970152371092,0.5,8,1,82000.0
