Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11.0,3.044522437723423,3,70.0,11200.0,1,1,3,3,0,4,0,19,2,2,0,2,5.0,2.23606797749979,6.782329983125268,6.782329983125268,3,1,6,6,2,0.0,3,4,1,4,4,3,5,30.099833886584822,6,0.0,11.575836902790225,1040.0,1,0,1,5,32.2490309931942,0.0,0.0,32.2490309931942,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,3,5,3.8501476017100584,3,1.0,384.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2.0,2008.0,8,4,129500.0
12.0,4.110873864173311,3,85.0,11924.0,1,1,0,3,0,4,0,16,2,2,0,5,9.0,2.23606797749979,2.449489742783178,2.23606797749979,3,1,14,15,3,5.659482215759621,0,4,2,0,4,3,2,31.591137997862628,6,0.0,13.30413469565007,1175.0,1,0,1,5,34.38022687534217,33.793490497431605,0.0,48.2078831727758,1.0,0.0,3.0,0.0,4.0,1.0,0,10.0,6,1.4142135623730951,2,3,1.9459101490553132,0,3.0,736.0,5,5,2,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2006.0,6,5,340037.5
13.0,3.044522437723423,3,69.0,12968.0,1,1,1,3,0,4,0,19,2,2,0,2,5.0,2.449489742783178,7.0,7.0,3,1,6,10,2,0.0,3,4,1,4,4,3,0,27.147743920996454,6,0.0,13.228756555322953,912.0,1,4,1,5,30.199337741083,0.0,0.0,30.199337741083,1.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,0.0,3,5,3.912023005428146,3,1.0,352.0,5,5,2,4.948759890378168,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2008.0,8,4,144000.0
14.0,3.044522437723423,3,91.0,10652.0,1,1,0,3,0,4,0,5,2,2,0,2,7.0,2.23606797749979,2.23606797749979,2.0,1,1,12,13,3,5.726847747587197,2,4,2,2,4,0,6,0.0,6,0.0,38.65229618017538,1494.0,1,0,1,5,38.65229618017538,0.0,0.0,38.65229618017538,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,1.791759469228055,2,3.0,840.0,5,5,2,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,3,4,1,0.0,8.0,2007.0,6,5,279500.0
15.0,3.044522437723423,3,69.0,10920.0,1,1,0,3,0,0,0,12,2,2,0,2,6.0,2.23606797749979,7.14142842854285,7.14142842854285,3,1,8,8,1,5.3612921657094255,3,4,1,4,4,3,1,27.073972741361768,6,0.0,22.80350850198276,1253.0,1,4,1,5,35.397740040855716,0.0,0.0,35.397740040855716,1.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,1.0,1,1,3.9512437185814275,2,1.0,352.0,5,5,2,0.0,5.14166355650266,0.0,0.0,0.0,0.0,3,1,1,0.0,5.0,2008.0,8,4,157000.0
16.0,3.828641396489095,4,51.0,6120.0,1,1,3,3,0,0,0,3,2,2,0,1,7.0,2.7386127875258306,9.055385138137417,3.1622776601683795,1,1,13,14,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,28.844410203711913,832.0,1,0,1,0,29.223278392404914,0.0,0.0,29.223278392404914,0.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,0.0,3,5,3.044522437723423,3,2.0,576.0,5,5,2,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,3,0,1,0.0,7.0,2007.0,8,4,132000.0
17.0,3.044522437723423,3,69.0,11241.0,1,1,0,3,0,1,0,12,2,2,0,2,6.0,2.6457513110645907,6.4031242374328485,6.4031242374328485,1,1,13,14,1,5.198497031265826,3,4,1,4,4,3,0,24.041630560342615,6,0.0,20.639767440550294,1004.0,1,0,1,5,31.68595903550972,0.0,0.0,31.68595903550972,1.0,0.0,1.0,0.0,2.0,1.0,3,5.0,6,1.0,5,1,3.7376696182833684,0,2.0,480.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,0.0,3.0,2010.0,8,4,149000.0
18.0,4.51085950651685,3,72.0,10791.0,1,1,3,3,0,4,0,19,2,2,2,2,4.0,2.23606797749979,6.6332495807108,6.6332495807108,1,1,8,8,2,0.0,3,4,3,3,2,4,4,0.0,4,0.0,0.0,42.0,1,4,1,5,36.0,0.0,0.0,36.0,0.0,0.0,2.0,0.0,2.0,1.0,3,6.0,6,0.0,3,4,3.8066624897703196,3,2.0,516.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,0.0,10.0,2006.0,8,4,90000.0
19.0,3.044522437723423,3,66.0,13695.0,1,1,3,3,0,4,0,20,5,2,0,2,5.0,2.23606797749979,2.6457513110645907,2.6457513110645907,1,1,12,13,2,0.0,3,4,2,4,4,3,2,25.41653005427767,6,0.0,21.633307652783937,1114.0,1,0,1,5,33.37663853655727,0.0,0.0,33.37663853655727,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,3,5,2.0794415416798357,3,2.0,576.0,5,5,2,0.0,4.634728988229636,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2008.0,8,4,159000.0
20.0,3.044522437723423,3,70.0,7560.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,2.449489742783178,7.280109889280518,6.782329983125268,3,1,3,10,2,0.0,3,4,1,4,4,3,3,22.44994432064365,6,0.0,22.9128784747792,1029.0,1,4,1,5,36.59234892706397,0.0,0.0,36.59234892706397,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,2,0.0,3,1,3.9889840465642745,3,1.0,294.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,5.0,2009.0,0,0,139000.0
21.0,4.110873864173311,3,101.0,14215.0,1,1,0,3,0,0,0,16,2,2,0,5,8.0,2.23606797749979,2.449489742783178,2.23606797749979,1,1,12,13,1,5.942799375126701,2,4,2,0,4,0,6,0.0,6,0.0,34.02939905434711,1158.0,1,0,1,5,34.02939905434711,34.899856733230294,0.0,48.744230427815765,0.0,0.0,3.0,1.0,4.0,1.0,2,9.0,6,1.0,2,3,1.9459101490553132,2,3.0,853.0,5,5,2,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,3,4,1,0.0,11.0,2006.0,6,5,325300.0
22.0,3.828641396489095,4,57.0,7449.0,1,0,3,0,0,4,0,9,2,2,0,1,7.0,2.6457513110645907,9.0,7.810249675906654,1,1,13,14,2,0.0,3,4,2,4,4,3,6,0.0,6,0.0,25.238858928247925,637.0,1,0,1,1,33.28663395418648,0.0,0.0,33.28663395418648,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,2,1,4.406719247264253,3,1.0,280.0,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,6.0,2007.0,8,4,139400.0
23.0,3.044522437723423,3,75.0,9742.0,1,1,3,3,0,4,0,5,2,2,0,2,8.0,2.23606797749979,3.0,3.0,3,1,12,13,1,5.641907070938114,2,4,2,2,4,3,6,0.0,6,0.0,41.054841371024686,1777.0,1,0,1,5,42.36744032862972,0.0,0.0,42.36744032862972,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,2.302585092994046,2,2.0,534.0,5,5,2,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2008.0,8,4,230000.0
24.0,4.795790545596741,4,44.0,4224.0,1,1,3,3,0,4,0,10,2,2,4,2,5.0,2.6457513110645907,5.916079783099616,5.916079783099616,1,1,5,5,2,0.0,3,4,2,2,4,3,2,28.982753492378876,6,0.0,14.142135623730951,1040.0,1,4,1,5,32.55764119219941,0.0,0.0,32.55764119219941,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,1.0,5,1,3.58351893845611,3,2.0,572.0,5,5,2,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2007.0,8,4,129900.0
25.0,3.044522437723423,3,69.0,8246.0,1,1,0,3,0,4,0,19,2,2,0,2,5.0,2.7386127875258306,6.557438524302,3.1622776601683795,1,1,9,10,2,0.0,3,2,1,4,4,2,5,13.711309200802088,0,0.0,14.2828568570857,1060.0,1,0,1,5,32.55764119219941,0.0,0.0,32.55764119219941,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,5,1,3.784189633918261,3,1.0,270.0,5,5,2,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,3,2,1,0.0,5.0,2010.0,8,4,154000.0
26.0,3.044522437723423,3,107.5,14230.0,1,1,3,3,0,0,0,16,2,2,0,2,8.0,2.23606797749979,2.0,2.0,1,1,12,13,3,6.007891384793515,2,4,2,2,4,3,6,0.0,6,0.0,39.57271787481876,1566.0,1,0,1,5,40.0,0.0,0.0,40.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,1.6094379124341003,2,3.0,890.0,5,5,2,0.0,4.04305126783455,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2009.0,8,4,256300.0
27.0,3.044522437723423,3,60.0,7200.0,1,1,3,3,0,0,0,12,2,2,0,2,5.0,2.6457513110645907,7.745966692414834,3.3166247903554,1,1,13,14,2,0.0,3,4,1,4,4,2,1,15.297058540778355,5,0.0,13.416407864998739,900.0,1,4,1,5,30.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,3,5,1.9459101490553132,3,2.0,576.0,5,5,2,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2010.0,8,4,134800.0
28.0,3.044522437723423,3,98.0,11478.0,1,1,3,3,0,4,0,16,2,2,0,2,8.0,2.23606797749979,2.0,1.7320508075688772,1,1,12,13,3,5.303304908059076,2,4,2,0,4,3,2,34.899856733230294,6,0.0,22.045407685048602,1704.0,1,0,1,5,41.27953488110059,0.0,0.0,41.27953488110059,1.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,1.0,2,1,1.3862943611198906,2,3.0,772.0,5,5,2,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2010.0,8,4,306000.0
29.0,3.044522437723423,3,47.0,16321.0,1,1,0,3,0,1,0,12,2,2,0,2,5.0,2.449489742783178,7.3484692283495345,3.7416573867739413,1,1,8,8,2,0.0,3,4,1,4,4,1,1,35.73513677041127,6,0.0,14.38749456993816,1484.0,1,4,1,5,40.0,0.0,0.0,40.0,1.0,0.0,1.0,0.0,2.0,1.0,3,6.0,6,1.4142135623730951,2,1,4.007333185232471,2,1.0,319.0,5,5,2,5.666426688112432,5.14166355650266,0.0,0.0,0.0,0.0,3,4,1,0.0,12.0,2006.0,8,4,207500.0
30.0,3.4339872044851463,4,60.0,6324.0,1,1,0,3,0,4,0,3,1,7,0,2,4.0,2.449489742783178,9.16515138991168,7.810249675906654,1,1,8,8,2,0.0,3,4,0,4,4,3,6,0.0,6,0.0,22.80350850198276,520.0,1,1,0,5,22.80350850198276,0.0,0.0,22.80350850198276,0.0,0.0,1.0,0.0,1.0,1.0,1,4.0,6,0.0,3,5,4.5217885770490405,3,1.0,240.0,1,5,2,3.912023005428146,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2008.0,8,4,68500.0
31.0,4.2626798770413155,0,50.0,8500.0,1,2,3,3,0,4,0,9,1,2,0,5,4.0,2.0,9.539392014169456,7.810249675906654,2,1,3,3,2,0.0,3,1,0,4,4,3,6,0.0,6,0.0,25.475478405713993,649.0,1,4,0,5,25.475478405713993,25.84569596664017,0.0,36.29049462324811,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,5,4.5217885770490405,3,1.0,250.0,5,1,0,0.0,4.007333185232471,0.0,0.0,0.0,0.0,3,2,1,0.0,7.0,2008.0,8,4,40000.0
32.0,3.044522437723423,3,69.0,8544.0,1,1,0,3,0,1,0,19,2,2,0,2,5.0,2.449489742783178,6.708203932499369,2.23606797749979,1,1,6,6,2,0.0,3,4,1,4,4,3,6,0.0,6,0.0,35.04283093587046,1228.0,1,2,1,5,35.04283093587046,0.0,0.0,35.04283093587046,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,3,1,3.828641396489095,3,1.0,271.0,5,5,2,0.0,4.189654742026425,0.0,0.0,0.0,0.0,3,2,1,0.0,6.0,2008.0,8,4,149350.0
33.0,3.044522437723423,3,85.0,11049.0,1,1,3,3,0,0,0,5,2,2,0,2,8.0,2.23606797749979,2.0,2.0,1,1,12,13,2,0.0,2,4,2,0,4,0,6,0.0,6,0.0,35.12833614050059,1234.0,1,0,1,5,35.12833614050059,0.0,0.0,35.12833614050059,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,3,1,1.6094379124341003,2,2.0,484.0,5,5,2,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,1.0,2008.0,8,4,179900.0
34.0,3.044522437723423,3,70.0,10552.0,1,1,0,3,0,4,0,12,2,2,0,2,5.0,2.23606797749979,7.211102550927978,7.211102550927978,3,1,3,3,2,0.0,3,4,1,4,4,3,5,31.906112267087632,6,0.0,19.493588689617926,1398.0,1,2,1,5,41.23105625617661,0.0,0.0,41.23105625617661,0.0,0.0,1.0,1.0,4.0,1.0,2,6.0,6,1.0,2,1,3.970291913552122,2,2.0,447.0,5,5,2,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,3,4,1,0.0,4.0,2010.0,8,4,165500.0
35.0,4.795790545596741,3,60.0,7313.0,1,1,3,3,0,4,0,16,2,2,4,2,9.0,2.23606797749979,2.449489742783178,2.449489742783178,3,1,8,8,1,5.5093883366279774,0,4,2,0,4,3,2,33.95585369269929,6,0.0,20.199009876724155,1561.0,1,0,1,5,39.50949253027682,0.0,0.0,39.50949253027682,1.0,0.0,2.0,0.0,2.0,1.0,0,6.0,6,1.0,2,1,1.9459101490553132,0,2.0,556.0,5,5,2,5.318119993844216,3.871201010907891,0.0,0.0,0.0,0.0,3,4,1,0.0,8.0,2007.0,8,4,277500.0
36.0,4.110873864173311,3,107.5,13418.0,1,1,3,3,0,4,0,16,2,2,0,5,8.0,2.23606797749979,2.6457513110645907,2.449489742783178,1,1,12,13,3,4.890349128221754,2,4,2,0,4,0,6,0.0,6,0.0,33.421549934136806,1117.0,1,0,1,5,33.645207682521445,36.3318042491699,0.0,49.51767361255979,0.0,0.0,3.0,1.0,4.0,1.0,2,9.0,6,1.0,2,3,2.0794415416798357,0,3.0,691.0,5,5,2,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2006.0,8,4,309000.0
37.0,3.044522437723423,3,107.5,10859.0,1,1,3,3,0,0,0,5,2,2,0,2,5.0,2.23606797749979,4.123105625617661,4.0,1,1,12,13,2,0.0,3,4,2,2,4,3,6,0.0,6,0.0,33.12099032335839,1097.0,1,0,1,5,33.12099032335839,0.0,0.0,33.12099032335839,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,3,1,2.833213344056216,3,2.0,672.0,5,5,2,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2009.0,8,4,145000.0
38.0,3.044522437723423,3,74.0,8532.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,2.449489742783178,7.54983443527075,4.58257569495584,3,1,13,14,1,6.007891384793515,3,4,1,4,4,3,5,34.828149534535996,6,0.0,9.16515138991168,1297.0,1,2,1,5,36.013886210738214,0.0,0.0,36.013886210738214,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,5,1,4.060443010546419,0,2.0,498.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10.0,2009.0,8,4,153000.0
39.0,3.044522437723423,3,68.0,7922.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,2.6457513110645907,7.615773105863909,2.0,1,1,12,13,2,0.0,3,2,1,4,4,3,2,27.03701166919155,6,0.0,18.05547008526779,1057.0,1,4,1,5,32.51153641401772,0.0,0.0,32.51153641401772,1.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,3,5,4.07753744390572,3,1.0,246.0,5,5,2,0.0,3.970291913552122,0.0,0.0,0.0,0.0,3,4,1,0.0,1.0,2010.0,8,0,109000.0
40.0,4.51085950651685,3,65.0,6040.0,1,1,3,3,0,4,0,7,2,2,2,2,4.0,2.23606797749979,7.483314773547883,7.483314773547883,1,1,0,10,2,0.0,3,4,2,3,2,4,4,0.0,4,0.0,0.0,42.0,1,4,0,2,33.94112549695428,0.0,0.0,33.94112549695428,0.0,0.0,2.0,0.0,2.0,1.0,1,6.0,6,0.0,3,6,4.774912960575186,1,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2008.0,8,1,82000.0
41.0,3.044522437723423,3,84.0,8658.0,1,1,3,3,0,4,0,12,2,2,0,2,6.0,2.23606797749979,6.782329983125268,6.782329983125268,1,1,13,14,1,4.624972813284271,3,4,1,4,4,3,5,25.357444666211933,6,0.0,21.095023109728988,1088.0,1,0,1,5,36.38681079732051,0.0,0.0,36.38681079732051,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,5,1,3.8501476017100584,2,2.0,440.0,5,5,2,0.0,4.9344739331306915,0.0,0.0,0.0,0.0,3,1,1,0.0,12.0,2006.0,8,0,160000.0
42.0,3.044522437723423,3,107.5,16905.0,1,1,3,3,0,4,0,23,2,2,0,2,5.0,2.449489742783178,7.211102550927978,7.211102550927978,1,1,12,13,2,0.0,3,2,1,4,4,1,1,31.096623610932426,6,0.0,19.570385790780925,1350.0,1,2,1,5,36.4417343165772,0.0,0.0,36.4417343165772,0.0,0.0,1.0,1.0,2.0,1.0,3,5.0,6,1.4142135623730951,2,1,3.970291913552122,2,1.0,308.0,5,5,1,0.0,4.653960350157523,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2007.0,8,4,170000.0
43.0,4.454347296253507,3,69.0,9180.0,1,1,0,3,0,1,0,20,2,2,0,6,5.0,2.6457513110645907,5.291502622129181,5.291502622129181,1,1,6,6,2,0.0,3,4,1,2,4,0,0,27.331300737432898,3,0.0,0.0,840.0,1,2,1,5,29.732137494637012,0.0,0.0,29.732137494637012,1.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,3,1,3.367295829986474,2,2.0,504.0,5,2,2,5.484796933490655,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,12.0,2007.0,8,4,144000.0
44.0,3.044522437723423,3,69.0,9200.0,1,1,0,3,0,1,0,5,2,2,0,2,5.0,2.449489742783178,6.0,5.5677643628300215,3,1,12,13,2,0.0,3,4,1,2,4,0,3,16.73320053068151,1,0.0,12.922847983320086,938.0,1,4,1,5,30.62678566222711,0.0,0.0,30.62678566222711,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,3,5,3.5553480614894135,3,1.0,308.0,5,5,2,4.983606621708336,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,7.0,2008.0,8,4,130250.0
45.0,3.044522437723423,3,70.0,7945.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,2.449489742783178,7.211102550927978,7.211102550927978,1,1,3,14,2,0.0,3,4,1,4,4,3,0,13.379088160259652,1,0.0,21.563858652847824,1150.0,1,0,1,0,33.91164991562634,0.0,0.0,33.91164991562634,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,1,3.970291913552122,2,1.0,300.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2006.0,8,4,141000.0
